"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
ICHE01537      ,MACROECONOMÍA I,G,T,Ingeniería en Telemática,,L
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,Economía con Mención en Gestión Empresarial,"300I",M
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,Ingeniería Comercial y Empresarial,"300I",M
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,"Ingeniería en Marketing, Comunicación y Ventas","300I",M
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,Ingeniería en Negocios Internacionales,"300I",M
ICHE01545      ,FUNDAMENTOS DE MERCADEO,G,T,Ingeniería en Telemática,,L
ICHE01560      ,MACROECONOMÍA II,G,T,Economía con Mención en Gestión Empresarial,"300II",M
ICHE01610      ,COMERCIO INTERNACIONAL Y DESARROLLO ECONÓMICO,G,T,Ingeniería Agrícola y Biológica,,L
ICHE01610      ,COMERCIO INTERNACIONAL Y DESARROLLO ECONÓMICO,G,T,Ingeniería y Administración de la Producción Industrial,,L
ICHE01636      ,POLIT.ECON.Y TEOR.BIENESTAR,G,T,Economía con Mención en Gestión Empresarial,,L
ICHE01651      ,HISTORIA Y CIENCIAS POLÍTICAS,G,T,Economía con Mención en Gestión Empresarial,,L
ICHE01669      ,MERCADO DE VALORES,G,T,Ingeniería Comercial y Empresarial,,L
ICHE01669      ,MERCADO DE VALORES,G,T,Ingeniería en Negocios Internacionales,,L
ICHE01677      ,ECONOMÍA INTERNACIONAL,G,T,Economía con Mención en Gestión Empresarial,"400II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,Economía con Mención en Gestión Empresarial,"100II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,Ingeniería Comercial y Empresarial,"100II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
ICHE01693      ,ADMINISTRACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","300II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","400II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,"Ingeniería en Electricidad, Especialización Potencia","400II",M
ICHE01693      ,ADMINISTRACIÓN,G,T,"Ingeniería en Marketing, Comunicación y Ventas","200I",M
ICHE01693      ,ADMINISTRACIÓN,G,T,Ingeniería en Negocios Internacionales,"200I",M
ICHE01693      ,ADMINISTRACIÓN,G,T,Ingeniería en Telemática,,L
ICHE01735      ,HISTORIA Y FILOSOFÍA DE LA CIENCIA,G,T,Licenciatura en Física Con Mención en Educación,,L
ICHE01743      ,SOCIOECONOMIA,G,T,Economía con Mención en Gestión Empresarial,,L
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,Economía con Mención en Gestión Empresarial,"200I",M
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,Ingeniería Comercial y Empresarial,"200I",M
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,"Ingeniería en Marketing, Comunicación y Ventas","200I",M
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,Ingeniería en Negocios Internacionales,"200I",M
ICHE01966      ,CONTABILIDAD DE COSTOS,G,T,Ingeniería en Telemática,,L
ICHE01974      ,ECONOMETRÍA I,G,T,Economía con Mención en Gestión Empresarial,"400I",M
ICHE01982      ,FINANZAS I,G,T,Economía con Mención en Gestión Empresarial,"200II",M
ICHE01982      ,FINANZAS I,G,T,Ingeniería Comercial y Empresarial,"200II",M
ICHE01982      ,FINANZAS I,G,T,"Ingeniería en Marketing, Comunicación y Ventas","200II",M
ICHE01982      ,FINANZAS I,G,T,Ingeniería en Negocios Internacionales,"200II",M
ICHE01982      ,FINANZAS I,G,T,Ingeniería en Telemática,,L
ICHE01982      ,FINANZAS I,G,T,Licenciatura en Redes y Sistemas Operativos,,L
ICHE01990      ,GERENCIA DE LA CALIDAD TOTAL,G,T,Ingeniería Comercial y Empresarial,"300II",M
ICHE01990      ,GERENCIA DE LA CALIDAD TOTAL,G,T,"Ingeniería en Marketing, Comunicación y Ventas","300II",M
ICHE02006      ,FINANZAS II,G,T,Economía con Mención en Gestión Empresarial,"300I",M
ICHE02006      ,FINANZAS II,G,T,Ingeniería Comercial y Empresarial,"300I",M
ICHE02006      ,FINANZAS II,G,T,"Ingeniería en Marketing, Comunicación y Ventas","300I",M
ICHE02006      ,FINANZAS II,G,T,Ingeniería en Negocios Internacionales,"300I",M
ICHE02014      ,COMPORTAMIENTO DEL CONSUMIDOR,G,T,Ingeniería Comercial y Empresarial,"400I",M
ICHE02014      ,COMPORTAMIENTO DEL CONSUMIDOR,G,T,"Ingeniería en Marketing, Comunicación y Ventas","300II",M
ICHE02022      ,MARKETING SERVICIO,G,T,"Ingeniería en Marketing, Comunicación y Ventas","400I",M
ICHE02030      ,ADMINISTRACIÓN DE VENTAS,G,T,Ingeniería Comercial y Empresarial,"400II",M
ICHE02030      ,ADMINISTRACIÓN DE VENTAS,G,T,"Ingeniería en Marketing, Comunicación y Ventas","400I",M
ICHE02055      ,FINANZAS CORPORATIVAS,G,T,Ingeniería Comercial y Empresarial,,L
ICHE02089      ,CONTABILIDAD FINANCIERA,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
ICHE02089      ,CONTABILIDAD FINANCIERA,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
ICHE02089      ,CONTABILIDAD FINANCIERA,G,T,Ingeniería en Telemática,,L
ICHE02097      ,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS I,G,T,Ingeniería Química,"500II",M
ICHE02139      ,INGENIERÍA FINANCIERA,G,T,Economía con Mención en Gestión Empresarial,,L
ICHE02139      ,INGENIERÍA FINANCIERA,G,T,Ingeniería Comercial y Empresarial,,L
ICHE02139      ,INGENIERÍA FINANCIERA,G,T,Ingeniería en Negocios Internacionales,,L
ICHE02147      ,ECONOMETRIA II,G,T,Economía con Mención en Gestión Empresarial,"400II",M
ICHE02196      ,ADMINISTRACIÓN PÚBLICA,G,T,Economía con Mención en Gestión Empresarial,,L
ICHE02196      ,ADMINISTRACIÓN PÚBLICA,G,T,"Ingeniería en Marketing, Comunicación y Ventas",,L
ICHE02238      ,MÉTODOS CUANTITATIVOS I,G,T,Economía con Mención en Gestión Empresarial,"100I",M
ICHE02238      ,MÉTODOS CUANTITATIVOS I,G,T,Ingeniería Comercial y Empresarial,"100I",M
ICHE02238      ,MÉTODOS CUANTITATIVOS I,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100I",M
ICHE02238      ,MÉTODOS CUANTITATIVOS I,G,T,Ingeniería en Negocios Internacionales,"100I",M
ICHE02246      ,MÉTODOS CUANTITATIVOS II,G,T,Economía con Mención en Gestión Empresarial,"100II",M
ICHE02246      ,MÉTODOS CUANTITATIVOS II,G,T,Ingeniería Comercial y Empresarial,"100II",M
ICHE02246      ,MÉTODOS CUANTITATIVOS II,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100II",M
ICHE02246      ,MÉTODOS CUANTITATIVOS II,G,T,Ingeniería en Negocios Internacionales,"100II",M
ICHE02295      ,ECONOMÍA DE MERCADOS Y REGULACIÓN,G,T,Economía con Mención en Gestión Empresarial,"400I",M
ICHE02303      ,SISTEMAS DE INFORMACIÓN GERENCIAL,G,T,Ingeniería Comercial y Empresarial,,L
ICHE02345      ,MÉTODOS CUANTITATIVOS III,G,T,Economía con Mención en Gestión Empresarial,"200I",M
ICHE02345      ,MÉTODOS CUANTITATIVOS III,G,T,Ingeniería Comercial y Empresarial,"200I",M
ICHE02345      ,MÉTODOS CUANTITATIVOS III,G,T,"Ingeniería en Marketing, Comunicación y Ventas","200I",M
ICHE02345      ,MÉTODOS CUANTITATIVOS III,G,T,Ingeniería en Negocios Internacionales,"200I",M
ICHE02378      ,COMERCIO EXTERIOR,G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,,L
ICHE02378      ,COMERCIO EXTERIOR,G,T,Ingeniería en Negocios Internacionales,"400II",M
ICHE02444      ,FINANZAS I(IIT95),G,T,Licenciatura en Sistema de Información (EDCOM),"400I",M
ICHE02444      ,FINANZAS I(IIT95),G,T,Licenciatura en Sistemas de Información (FIEC),"400I",M
ICHE02451      ,FINANZAS II(IIT95),G,T,Licenciatura en Sistema de Información (EDCOM),"400II",M
ICHE02451      ,FINANZAS II(IIT95),G,T,Licenciatura en Sistemas de Información (FIEC),"400II",M
ICHE02469      ,CONTABILIDAD GENERAL,G,T,Ingeniería en Estadística Informática,"100II",M
ICHE02469      ,CONTABILIDAD GENERAL,G,T,Ingeniería en Logística y Transporte,"100I",M
ICHE02477      ,CONTABILIDAD DE COSTOS,G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"100II",M
ICHE02501      ,ANÁLISIS FINANCIERO,G,T,Ingeniería en Estadística Informática,,L
ICHE02550      ,MARKETING,G,T,Ingeniería en Estadística Informática,"300II",M
ICHE02592      ,INVESTIGACIÓN DE MERCADO,G,T,Ingeniería en Estadística Informática,"400I",M
ICHE02592      ,INVESTIGACIÓN DE MERCADO,G,T,Ingeniería en Logística y Transporte,"200II",M
ICHE02600      ,POLÍTICA EMPRESARIAL,G,T,Ingeniería en Estadística Informática,,L
ICHE02659      ,ADMINISTRACIÓN DE EMPRESAS Y RECURSOS HUMANOS,G,T,Ingeniería en Alimentos,"400II",M
ICHE02667      ,INTRODUCCIÓN A LA MICROECONOMÍA,G,T,Economía con Mención en Gestión Empresarial,"100I",M
ICHE02667      ,INTRODUCCIÓN A LA MICROECONOMÍA,G,T,Ingeniería Comercial y Empresarial,"100I",M
ICHE02667      ,INTRODUCCIÓN A LA MICROECONOMÍA,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100I",M
ICHE02667      ,INTRODUCCIÓN A LA MICROECONOMÍA,G,T,Ingeniería en Negocios Internacionales,"100I",M
ICHE02667      ,INTRODUCCIÓN A LA MICROECONOMÍA,G,T,Licenciatura en Comunicación Social,,L
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,Economía con Mención en Gestión Empresarial,"100I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,Ingeniería Comercial y Empresarial,"100I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,Ingeniería Electrónica y Telecomunicaciones,"100II",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","400I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","400I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,Ingeniería en Negocios Internacionales,"100I",M
ICHE02675      ,INGENIERÍA ECONÓMICA I,G,T,Licenciatura en Redes y Sistemas Operativos,,L
ICHE02691      ,INTRODUCCIÓN A LA MACROECONOMÍA,G,T,Economía con Mención en Gestión Empresarial,"100II",M
ICHE02691      ,INTRODUCCIÓN A LA MACROECONOMÍA,G,T,Ingeniería Comercial y Empresarial,"100II",M
ICHE02691      ,INTRODUCCIÓN A LA MACROECONOMÍA,G,T,Ingeniería Electrónica y Telecomunicaciones,,L
ICHE02691      ,INTRODUCCIÓN A LA MACROECONOMÍA,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100II",M
ICHE02691      ,INTRODUCCIÓN A LA MACROECONOMÍA,G,T,Ingeniería en Negocios Internacionales,"100II",M
ICHE02709      ,INGENIERÍA ECONÓMICA II,G,T,Economía con Mención en Gestión Empresarial,"100II",M
ICHE02709      ,INGENIERÍA ECONÓMICA II,G,T,Ingeniería Comercial y Empresarial,"100II",M
ICHE02709      ,INGENIERÍA ECONÓMICA II,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100II",M
ICHE02709      ,INGENIERÍA ECONÓMICA II,G,T,Ingeniería en Negocios Internacionales,"100II",M
ICHE02709      ,INGENIERÍA ECONÓMICA II,G,T,Ingeniería en Telemática,,L
ICHE02725      ,GERENCIA DE OPERACIONES I,G,T,Economía con Mención en Gestión Empresarial,"300I",M
ICHE02725      ,GERENCIA DE OPERACIONES I,G,T,Ingeniería Comercial y Empresarial,"300I",M
ICHE02725      ,GERENCIA DE OPERACIONES I,G,T,"Ingeniería en Marketing, Comunicación y Ventas","300I",M
ICHE02725      ,GERENCIA DE OPERACIONES I,G,T,Ingeniería en Negocios Internacionales,"300II",M
ICHE02758      ,ANÁLISIS E INVESTIGACIÓN DE MERCADOS,G,T,Economía con Mención en Gestión Empresarial,"300II",M
ICHE02758      ,ANÁLISIS E INVESTIGACIÓN DE MERCADOS,G,T,Ingeniería Comercial y Empresarial,"300II",M
ICHE02758      ,ANÁLISIS E INVESTIGACIÓN DE MERCADOS,G,T,"Ingeniería en Marketing, Comunicación y Ventas","400I",M
ICHE02766      ,GERENCIA DE MERCADEO,G,T,"Ingeniería en Marketing, Comunicación y Ventas","400II",M
ICHE02899      ,BANCA E INSTITUCIONES FINANCIERAS,G,T,Economía con Mención en Gestión Empresarial,"300II",M
ICHE02956      ,DIRECCIÓN ESTRATÉGICA Y PRODUCTIVIDAD,G,T,Ingeniería Comercial y Empresarial,,L
ICHE02980      ,CONTABILIDAD GRAL. I (AUDIT.),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"100I",M
ICHE03038      ,CONTABILIDAD GRAL. II (AUDIT.),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"100II",M
ICHE03053      ,ADMINISTRACIÓN FINANCIERA (AUDIT.),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"300II",M
ICHE03053      ,ADMINISTRACIÓN FINANCIERA (AUDIT.),G,T,Ingeniería en Estadística Informática,"500I",M
ICHE03061      ,ADMINISTRACIÓN PRESUPUESTARIA (AUDIT.),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"400I",M
ICHE03079      ,CONTABILIDAD GUBERNAMENTAL (AUDIT.),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"400II",M
ICHE03319      ,INTERNATIONAL MARKETING,G,T,"Ingeniería en Marketing, Comunicación y Ventas",,L
ICHE03319      ,INTERNATIONAL MARKETING,G,T,Ingeniería en Negocios Internacionales,,L
ICHE03368      ,ECONOMETRÍA APLICADA A LA AGRICULTURA,G,T,Ingeniería Agrícola y Biológica,,L
ICHE03442      ,ORGANIZACIÓN INDUSTRIAL  (LGEI),G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,,L
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Análisis de Soporte de Microcomputadores,"200II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Biología Marina,"400I",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Economía con Mención en Gestión Empresarial,"400II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería Agrícola y Biológica,"400II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería Civil,"500I",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería Comercial y Empresarial,"400II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería de Minas,"500I",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería de Petróleo,"500II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería Electrónica y Telecomunicaciones,"400II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería en Acuicultura,"400I",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería en Alimentos,"400II",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"500I",M
ICHE03541      ,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","400I",M
