"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
EDCOM01065     ,TÉCNICAS DE ORTOGRAFÍA Y REDACCIÓN COMERCIAL (NIVEL 0),G,N,Secretariado Ejecutivo en Sistema de Información,"0",L
EDCOM01065     ,TÉCNICAS DE ORTOGRAFÍA Y REDACCIÓN COMERCIAL (NIVEL 0),G,N,Secretariado Ejecutivo en Sistema de Información,"0",L
EDCOM01115     ,ADMINISTRACIÓN DEL DISEÑO,G,T,Licenciatura en Diseño Gráfico y Publicitario,"500I",M
EDCOM01149     ,COMPOSICIÓN AUDIOVISUAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
EDCOM01156     ,TALLER DE CÁMARA E ILUMINACIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"500I",M
EDCOM01164     ,TALLER DOCUMENTAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"500I",M
EDCOM01172     ,COLOR DIGITAL,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100II",M
EDCOM01180     ,ANÁLISIS DE REQUERIMIENTO DE USUARIO,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100II",M
EDCOM01206     ,FINANZAS PARA PROYECTOS,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"400II",M
EDCOM01230     ,ADMINISTRADORES DE CONTENIDO,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"400I",M
EDCOM01263     ,MÉTODOS MATEMÁTICOS PARA ANIMACIÓN,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100II",M
EDCOM01271     ,PROGRAMACIÓN SCRIPT,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"400I",M
EDCOM01297     ,APLICACIONES MULTIMEDIA INTERACTIVAS,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"500I",M
EDCOM01420     ,PRODUCCIÓN EDITORIAL,G,T,Licenciatura en Comunicación Social,"500I",M
EDCOM01438     ,DISEÑO EDITORIAL,G,T,Licenciatura en Comunicación Social,"500I",M
EDCOM01446     ,ESTRATEGIAS CREATIVAS PUBLICITARIAS,G,T,Licenciatura en Comunicación Social,"500I",M
EDCOM01453     ,DERECHO DE LA INFORMACIÓN,G,T,Licenciatura en Comunicación Social,"500I",M
EDCOM01461     ,FORMULACIÓN DE PROY. DE INVESTIGACIÓN EN DISEÑO APLICADO AL PATRIMONIO CULTUR,G,G,Licenciatura en Diseño Gráfico y Publicitario,,L
EDCOM01479     ,SÍNTESIS Y MUESTREO DE SONIDO,G,G,Licenciatura en Diseño y Producción Audiovisual,,L
EDCOM01487     ,REALIZACIÓN DE CONTENIDOS AUDIOVISUALES PARA TELEVISIÓN,G,G,Licenciatura en Comunicación Social,,L
EDCOM01487     ,REALIZACIÓN DE CONTENIDOS AUDIOVISUALES PARA TELEVISIÓN,G,G,Licenciatura en Diseño y Producción Audiovisual,,L
ELEG1028       ,ANÁLISIS DE REDES ELÉCTRICAS,G,R,Electricidad,"200II",M
ELEG1028       ,ANÁLISIS DE REDES ELÉCTRICAS,G,R,Electrónica y Automatización,"200II",M
ELEG1029       ,CENTRALES ELÉCTRICAS,G,R,Electricidad,"400I",M
ELEG1030       ,CIRCUITOS ELÉCTRICOS,G,R,Electricidad,"200I",M
ELEG1030       ,CIRCUITOS ELÉCTRICOS,G,R,Electrónica y Automatización,"200I",M
ELEG1031       ,CONTROLES ELÉCTRICOS INDUSTRIALES,G,R,Electricidad,"400I",M
ELEG1032       ,DISTRIBUCIÓN ELÉCTRICA I,G,R,Electricidad,"400I",M
ELEG1033       ,DISTRIBUCIÓN ELÉCTRICA II,G,R,Electricidad,"400II",M
ELEG1034       ,ELECTRICIDAD BÁSICA,G,R,Mecánica,"300II",M
ELEG1034       ,ELECTRICIDAD BÁSICA,G,R,Mecatrónica,"200II",M
ELEG1034       ,ELECTRICIDAD BÁSICA,G,R,Telecomunicaciones,"200II",M
ELEG1034       ,ELECTRICIDAD BÁSICA,G,R,Telemática,"200II",M
ELEG1035       ,ENERGÍAS RENOVABLES,G,R,Electricidad,"400I",M
ELEG1036       ,ESTABILIDAD Y CONTROL DE SISTEMAS DE POTENCIA,G,T,Electricidad,"400II",M
ELEG1037       ,GESTIÓN Y MARCO REGULATORIO DEL SECTOR ELÉCTRICO,G,R,Electricidad,"500I",M
ELEG1038       ,INSTALACIONES ELÉCTRICAS,G,R,Electricidad,"300I",M
ELEG1038       ,INSTALACIONES ELÉCTRICAS,G,R,Electrónica y Automatización,"300I",M
ELEG1039       ,LÍNEAS DE TRANSMISIÓN Y SUBESTACIONES,G,R,Electricidad,"400II",M
ELEG1040       ,MAQUINARIA ELÉCTRICA I,G,R,Electricidad,"300I",M
ELEG1041       ,MAQUINARIA ELÉCTRICA II,G,R,Electricidad,"300II",M
ELEG1042       ,MATERIA INTEGRADORA DE ELECTRICIDAD,T,T,Electricidad,"500I",M
ELEG1043       ,MÁQUINAS Y TRANSFORMADORES,G,R,Electrónica y Automatización,"300I",M
ELEG1044       ,OPERACIÓN DE SISTEMAS DE POTENCIA,G,T,Electricidad,"400I",M
ELEG1046       ,PLANIFICACIÓN DE SISTEMAS DE POTENCIA,G,R,Electricidad,"400II",M
ELEG1047       ,PROTECCIONES ELÉCTRICAS,G,R,Electricidad,"400II",M
ELEG1049       ,SISTEMAS DE POTENCIA I,G,R,Electricidad,"300I",M
ELEG1050       ,SISTEMAS DE POTENCIA II,G,R,Electricidad,"300II",M
ELEG1051       ,TEORÍA ELECTROMAGNÉTICA,G,R,Electricidad,"200II",M
ELEG1051       ,TEORÍA ELECTROMAGNÉTICA,G,R,Telecomunicaciones,"200II",M
ELET3001       ,INSTALACIONES ELÉCTRICAS DE BAJA TENSIÓN,G,R,Tecnología Superior en Mecatrónica,"100I",M
ELET3002       ,MEDICIONES ELÉCTRICAS,G,R,Tecnología Superior en Mecatrónica,"100I",M
ELET3003       ,CONTROLES ELÉCTRICOS,G,R,Tecnología Superior en Mecatrónica,"100II",M
ELET3004       ,MÁQUINAS ELÉCTRICAS,G,R,Tecnología Superior en Mecatrónica,"100II",M
ESTG1001       ,ESTADÍSTICA DESCRIPTIVA,G,R,Tecnologías de la Información,"300I",M
ESTG1002       ,ESTADÍSTICA INFERENCIAL,G,R,Tecnologías de la Información,"300II",M
ESTG1011       ,INTRODUCCIÓN A LAS METODOLOGÍAS DE INVESTIGACIÓN,G,T,Licenciatura en Redes y Sistemas Operativos,,L
ESTG1033       ,GEOESTADISTICA,G,R,Estadística,"400I",M
ESTG1033       ,GEOESTADISTICA,G,R,Geología,"300I",M
ESTG1034       ,ESTADÍSTICA,G,R,Acuicultura,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Alimentos,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Biología,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Computación,"200II",M
ESTG1034       ,ESTADÍSTICA,G,R,Electricidad,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Electrónica y Automatización,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Geología,"200II",M
ESTG1034       ,ESTADÍSTICA,G,R,Ingeniería Agrícola y Biológica,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Ingeniería Civil,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Ingeniería Naval,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Ingeniería Química,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Materiales,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Mecánica,"200II",M
ESTG1034       ,ESTADÍSTICA,G,R,Mecatrónica,"300I",M
ESTG1034       ,ESTADÍSTICA,G,R,Minas,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Oceanografía,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Petróleos,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Telecomunicaciones,"200I",M
ESTG1034       ,ESTADÍSTICA,G,R,Telemática,"200II",M
ESTG1035       ,INTRODUCCIÓN A LA ESTADÍSTICA,G,T,Estadística,"100I",M
ESTG1036       ,ESTADÍSTICA I,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Administración de Empresas,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Auditoría y Control de Gestión,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Economía,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Estadística,"100II",M
ESTG1036       ,ESTADÍSTICA I,G,R,Ingeniería Industrial,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Logistica y Transporte,"200I",M
ESTG1036       ,ESTADÍSTICA I,G,R,Matemática,"200I",M
ESTG1037       ,ESTADÍSTICA II,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
ESTG1037       ,ESTADÍSTICA II,G,R,Administración de Empresas,"200II",M
ESTG1037       ,ESTADÍSTICA II,G,R,Auditoría y Control de Gestión,"200II",M
ESTG1037       ,ESTADÍSTICA II,G,R,Economía,"200II",M
ESTG1037       ,ESTADÍSTICA II,G,R,Ingeniería Industrial,"200II",M
ESTG1037       ,ESTADÍSTICA II,G,R,Logistica y Transporte,"200II",M
ESTG1038       ,MEDIDA Y PROBABILIDAD,G,T,Estadística,"200I",M
ESTG1039       ,ESTADÍSTICA MATEMÁTICA,G,T,Estadística,"200I",M
ESTG1039       ,ESTADÍSTICA MATEMÁTICA,G,T,Matemática,"200II",M
ESTG1040       ,TÉCNICAS DE MUESTREO Y ANÁLISIS MULTIVARIADO,G,R,Logistica y Transporte,"300I",M
ESTG1041       ,MUESTREO,G,T,Auditoría y Control de Gestión,"300I",M
ESTG1041       ,MUESTREO,G,T,Estadística,"200II",M
ESTG1042       ,ESTADÍSTICA MULTIVARIANTE,G,T,Estadística,"200II",M
ESTG1043       ,CONTROL ESTADÍSTICO DE PROCESOS,G,R,Estadística,"200II",M
ESTG1044       ,DATOS CATEGÓRICOS,G,R,Estadística,"200II",M
ESTG1045       ,MODELOS ESTADÍSTICOS APLICADOS I,G,R,Estadística,"200II",M
ESTG1046       ,MODELOS ESTADÍSTICOS APLICADOS II,G,R,Estadística,"300I",M
ESTG1047       ,ESTADÍSTICA BAYESIANA,G,R,Estadística,"300I",M
ESTG1048       ,PROCESOS ESTOCÁSTICOS,G,R,Estadística,"300I",M
ESTG1049       ,INGENIERÍA DE DATOS,G,R,Estadística,"300I",M
ESTG1050       ,DISEÑO DE EXPERIMENTOS,G,R,Estadística,"300II",M
ESTG1051       ,SERIES DE TIEMPO,G,R,Estadística,"300II",M
ESTG1051       ,SERIES DE TIEMPO,G,R,Logistica y Transporte,"300II",M
ESTG1052       ,ESTADÍSTICA COMPUTACIONAL,G,R,Estadística,"300II",M
ESTG1054       ,MÉTODOS ROBUSTOS Y NO PARAMÉTRICOS,G,R,Estadística,"400I",M
ESTG1055       ,APRENDIZAJE ESTADÍSTICO,G,R,Estadística,"400I",M
ESTG1056       ,DATOS NO ESTRUCTURADOS,G,R,Estadística,"400II",M
ESTG1057       ,SIMULACIÓN MATEMÁTICA,G,R,Logistica y Transporte,"300I",M
ESTG1062       ,MATERIA INTEGRADORA DE ESTADÍSTICA,T,T,Estadística,"400II",M
ESTG1063       ,BIOESTADÍSTICA,G,R,Biología,"300I",M
ESTG1063       ,BIOESTADÍSTICA,G,R,Ingeniería Agrícola y Biológica,"200II",M
ESTG1063       ,BIOESTADÍSTICA,G,R,Nutrición y Dietética,"200II",M
ESTG1801       ,DATOS Y PRONÓSTICOS,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
ESTG1801       ,DATOS Y PRONÓSTICOS,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
ESTG1802       ,ESTADÍSTICA I,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
ESTG1803       ,ESTADÍSTICA II,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
ESTG2004       ,ESTADÍSTICA,G,R,Arqueología,"200I",M
ESTG2004       ,ESTADÍSTICA,G,R,Diseño de Productos,"200I",M
ESTG2004       ,ESTADÍSTICA,G,R,Diseño Gráfico,"200I",M
ESTG2004       ,ESTADÍSTICA,G,R,Nutrición y Dietética,"200I",M
ESTG2004       ,ESTADÍSTICA,G,R,Producción para Medios de Comunicación,"200I",M
ESTG2004       ,ESTADÍSTICA,G,R,Turismo,"200II",M
ESTT3002       ,METROLOGÍA,G,R,Tecnología Superior en Mecatrónica,"100I",M
ESTT3003       ,ESTADÍSTICA,G,R,Tecnología Superior en Logistica Portuaria,"100II",M
EYAG1001       ,INTRODUCCIÓN A LA ROBÓTICA INDUSTRIAL,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial",,L
EYAG1027       ,APLICACIONES ELECTRÓNICAS,G,R,Electrónica y Automatización,"300II",M
EYAG1027       ,APLICACIONES ELECTRÓNICAS,G,R,Telecomunicaciones,"300I",M
EYAG1028       ,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,G,R,Electrónica y Automatización,"300II",M
EYAG1029       ,COMUNICACIONES INDUSTRIALES Y SISTEMAS SCADA,G,R,Electrónica y Automatización,"400I",M
EYAG1030       ,CONTROL AVANZADO,G,R,Electrónica y Automatización,"300I",M
EYAG1034       ,ELECTRÓNICA,G,R,Mecánica,"400I",M
EYAG1034       ,ELECTRÓNICA,G,R,Telemática,"300I",M
EYAG1035       ,ELECTRÓNICA DE POTENCIA I,G,R,Electricidad,"300II",M
EYAG1035       ,ELECTRÓNICA DE POTENCIA I,G,R,Electrónica y Automatización,"300II",M
EYAG1036       ,ELECTRÓNICA DE POTENCIA II,G,R,Electrónica y Automatización,"400I",M
EYAG1037       ,FUNDAMENTOS DE ELECTRICIDAD Y SISTEMAS DIGITALES,G,R,Computación,"200I",M
EYAG1038       ,INSTRUMENTACIÓN INDUSTRIAL,G,R,Electrónica y Automatización,"300I",M
EYAG1038       ,INSTRUMENTACIÓN INDUSTRIAL,G,R,Mecatrónica,"300II",M
EYAG1039       ,MATERIA INTEGRADORA DE ELECTRÓNICA Y AUTOMATIZACIÓN,T,T,Electrónica y Automatización,"400II",M
EYAG1040       ,PRINCIPIOS DE ELECTRÓNICA,G,R,Electricidad,"200II",M
EYAG1040       ,PRINCIPIOS DE ELECTRÓNICA,G,R,Electrónica y Automatización,"200II",M
EYAG1040       ,PRINCIPIOS DE ELECTRÓNICA,G,R,Mecatrónica,"300I",M
EYAG1040       ,PRINCIPIOS DE ELECTRÓNICA,G,R,Telecomunicaciones,"200II",M
EYAG1041       ,PROGRAMACIÓN APLICADA A LA AUTOMATIZACIÓN,G,R,Electrónica y Automatización,"200II",M
EYAG1042       ,ROBÓTICA INDUSTRIAL,G,R,Electrónica y Automatización,"400I",M
EYAG1043       ,SISTEMAS DE CONTROL,G,R,Electricidad,"200II",M
EYAG1043       ,SISTEMAS DE CONTROL,G,R,Electrónica y Automatización,"200II",M
EYAG1044       ,SISTEMAS DIGITALES I,G,R,Electricidad,"200I",M
EYAG1044       ,SISTEMAS DIGITALES I,G,R,Electrónica y Automatización,"200I",M
EYAG1044       ,SISTEMAS DIGITALES I,G,R,Mecatrónica,"200I",M
EYAG1044       ,SISTEMAS DIGITALES I,G,R,Telecomunicaciones,"300II",M
EYAG1044       ,SISTEMAS DIGITALES I,G,R,Telemática,"200II",M
EYAG1045       ,SISTEMAS DIGITALES II,G,R,Electrónica y Automatización,"200II",M
EYAG1046       ,SISTEMAS EMBEBIDOS,G,R,Electrónica y Automatización,"300II",M
EYAG1046       ,SISTEMAS EMBEBIDOS,G,R,Mecatrónica,"400I",M
EYAG1046       ,SISTEMAS EMBEBIDOS,G,R,Telemática,"300I",M
EYAT3001       ,INSTRUMENTACIÓN,G,R,Tecnología Superior en Mecatrónica,"100II",M
EYAT3002       ,CONTROL DE POTENCIA,G,R,Tecnología Superior en Mecatrónica,"200I",M
EYAT3003       ,CONTROLES INDUSTRIALES,G,R,Tecnología Superior en Mecatrónica,"200I",M
EYAT3004       ,CONTROL PROGRAMABLE,G,R,Tecnología Superior en Mecatrónica,"200II",M
FICT00018      ,TOPOGRAFÍA,G,P,Ingeniería de Minas,"300II",M
FICT00018      ,TOPOGRAFÍA,G,P,Ingeniería en Geología,"400II",M
FICT00026      ,GEOLOGÍA FÍSICA,G,T,Ingeniería en Geología,"200II",M
FICT00059      ,GEOLOGÍA DEL PETRÓLEO,G,T,Ingeniería en Geología,"500II",M
FICT00208      ,GEOLOGÍA ESTRUCTURAL,G,P,Ingeniería de Minas,,L
FICT00208      ,GEOLOGÍA ESTRUCTURAL,G,P,Ingeniería en Geología,"400I",M
FICT00406      ,PROSPECCIÓN MINERA,G,T,Ingeniería en Geología,,L
FICT00489      ,GEOLOGIA DE MINAS,G,P,Ingeniería en Geología,"400II",M
FICT00497      ,HIDROGEOLOGíA,G,T,Ingeniería en Geología,"400I",M
FICT00562      ,GEOMORFOLOGIA,G,P,Ingeniería en Geología,"400I",M
FICT00588      ,GEOLOGÍA DEL ECUADOR,G,P,Ingeniería en Geología,"500I",M
FICT00612      ,ESTRATIGRAFÍA Y SEDIMENTACIÓN,G,T,Ingeniería en Geología,"300II",M
FICT00620      ,GEOESTADISTICA,G,T,Ingeniería en Geología,,L
FICT00638      ,GEOLOGÍA HISTÓRICA,G,T,Ingeniería en Geología,"300I",M
FICT00653      ,MINERALOGÍA ÓPTICA,G,P,Ingeniería en Geología,"300I",M
FICT00695      ,PALEONTOLOGÍA,G,T,Ingeniería en Geología,"300I",M
FICT00760      ,GEOQUÍMICA,G,T,Ingeniería en Geología,"500II",M
FICT00794      ,PETROLOGIA SEDIMENTARIA,G,P,Ingeniería en Geología,"300II",M
FICT00802      ,PETROLOGIA IGNEA Y METAMORFICA,G,P,Ingeniería en Geología,"300II",M
FICT00984      ,EVALUACIÓN  DE YACIMIENTOS MINERALES,G,T,Ingeniería de Minas,,L
FICT00984      ,EVALUACIÓN  DE YACIMIENTOS MINERALES,G,T,Ingeniería en Geología,"500I",M
FICT01057      ,MECÁNICA DE ROCAS,G,T,Ingeniería Civil,"400I",M
FICT01057      ,MECÁNICA DE ROCAS,G,T,Ingeniería de Minas,"300I",M
FICT01115      ,PETROGRAFÍA,G,T,Ingeniería de Minas,"300I",M
FICT01313      ,INTRODUCCIÓN A LA INGENIERÍA DE PETRÓLEO,G,T,Ingeniería de Petróleo,"200I",M
FICT01453      ,PRODUCCIÓN I,G,T,Ingeniería de Petróleo,"400II",M
FICT01461      ,GEOLOGÍA DEL SUBSUELO,G,T,Ingeniería en Geología,,L
FICT01487      ,RECUPERACIÓN SECUNDARIA,G,T,Ingeniería de Petróleo,"500I",M
FICT01503      ,PRODUCCIÓN II,G,T,Ingeniería de Petróleo,"500I",M
FICT01529      ,EVALUACIÓN DE FORMACIONES,G,T,Ingeniería de Petróleo,"400I",M
FICT01602      ,COMPLETACIÓN,G,T,Ingeniería de Petróleo,"300II",M
FICT01644      ,SIMULACIÓN NUMÉRICA DE YACIMIENTOS,G,T,Ingeniería de Minas,,L
FICT01651      ,MECÁNICA DE FLUÍDOS,G,T,Ingeniería Civil,"400I",M
FICT01651      ,MECÁNICA DE FLUÍDOS,G,T,Ingeniería de Petróleo,"300I",M
FICT01651      ,MECÁNICA DE FLUÍDOS,G,T,Ingeniería en Geología,"300II",M
FICT01669      ,TERMODINÁMICA,G,T,Ingeniería de Petróleo,"300I",M
FICT01685      ,MECÁNICA DE SÓLIDOS (GEOL),G,T,Ingeniería de Petróleo,"300I",M
FICT01685      ,MECÁNICA DE SÓLIDOS (GEOL),G,T,Ingeniería en Geología,"500I",M
FICT01818      ,PERFORACIÓN,G,T,Ingeniería de Petróleo,"300I",M
FICT01842      ,MECÁNICA DE ROCAS APLICADA,G,T,Ingeniería Civil,,L
FICT01883      ,TECTÓNICA,G,T,Ingeniería en Geología,"400II",M
FICT01958      ,FLUJO EN MEDIOS POROSOS,G,T,Ingeniería de Petróleo,"300II",M
FICT01966      ,PRUEBAS DE POZOS,G,T,Ingeniería de Petróleo,"400I",M
FICT02071      ,PERFILAJE,G,T,Ingeniería de Petróleo,"300II",M
FICT02071      ,PERFILAJE,G,T,Ingeniería en Geología,,L
FICT02089      ,YACIMIENTOS I,G,T,Ingeniería de Petróleo,"400I",M
FICT02097      ,YACIMIENTOS II,G,T,Ingeniería de Petróleo,"400II",M
FICT02113      ,ESTIMULACIÓN Y REACONDICIONAMIENTO DE POZOS,G,T,Ingeniería de Petróleo,"400II",M
FICT02147      ,PRODUCCIÓN III,G,T,Ingeniería de Petróleo,"500II",M
FICT02295      ,CIMENTACIÓN,G,T,Ingeniería Civil,"400II",M
FICT02311      ,OBRAS SUBTERRÁNEAS,G,T,Ingeniería Civil,,L
FICT02337      ,TOPOGRAFÍA DE MINAS,G,P,Ingeniería de Minas,"400I",M
FICT02386      ,RECUPERACION MEJORADA,G,T,Ingeniería de Petróleo,"500II",M
FICT02402      ,PERFORACIONES Y VOLADURAS,G,T,Ingeniería de Minas,"300II",M
FICT02402      ,PERFORACIONES Y VOLADURAS,G,T,Ingeniería en Geología,,L
FICT02444      ,MINERÍA SUBTERRÁNEA II,G,T,Ingeniería de Minas,"400II",M
FICT02451      ,GEOTECNIA MINERA,G,T,Ingeniería de Minas,"300II",M
FICT02550      ,ESTRUCTURAS II,G,T,Ingeniería Civil,"400II",M
FICT02584      ,MINERÍA SUBTERRÁNEA I,G,T,Ingeniería de Minas,"400I",M
FICT02592      ,ESTRUCTURAS I,G,T,Ingeniería Civil,"400I",M
FICT02659      ,TRANSP. Y ALMACENAM. DE MINERALES,G,T,Ingeniería de Minas,"400II",M
FICT02717      ,MINERALOGÍA,G,T,Ingeniería de Minas,"200II",M
FICT02717      ,MINERALOGÍA,G,T,Ingeniería en Geología,"300I",M
FICT02725      ,TOPOGRAFÍA I,G,T,Ingeniería Civil,"300I",M
FICT02741      ,CIENCIA DE LOS MATERIALES,G,P,Ingeniería en Geología,,L
FICT02774      ,MINERÍA DE SUPERFICIE I,G,T,Ingeniería de Minas,"400I",M
FICT02782      ,TECNOLOGÍA MINERA,G,T,Ingeniería de Minas,"200II",M
FICT02808      ,MINERÍA DE SUPERFICIE II,G,T,Ingeniería de Minas,"400II",M
FICT02824      ,DISEÑO DE MINAS,G,T,Ingeniería de Minas,"500I",M
FICT02865      ,RESISTENCIA I,G,T,Ingeniería Civil,"300I",M
FICT02865      ,RESISTENCIA I,G,T,Ingeniería de Minas,"300I",M
FICT02873      ,HIDROLOGÍA,G,T,Ingeniería Civil,"400II",M
FICT02881      ,MECÁNICA SUELOS I,G,T,Ingeniería Civil,"300I",M
FICT02899      ,TOPOGRAFÍA II,G,T,Ingeniería Civil,"300II",M
FICT02907      ,RESISTENCIA II,G,T,Ingeniería Civil,"300II",M
FICT02915      ,HIDRÁULICA,G,T,Ingeniería Civil,"500I",M
FICT02923      ,MECÁNICA SUELOS II,G,T,Ingeniería Civil,"300II",M
FICT02931      ,HORMIGÓN I,G,T,Ingeniería Civil,"300II",M
FICT02956      ,HORMIGÓN II,G,T,Ingeniería Civil,"400I",M
FICT02964      ,ESTABILIZACIÓN DE SUELOS Y ROCAS,G,T,Ingeniería Civil,,L
FICT02972      ,INGENIERÍA SANITARIA I,G,T,Ingeniería Civil,"400I",M
FICT02998      ,CONSTRUCCIÓN,G,T,Ingeniería Civil,"500II",M
FICT03004      ,HORMIGÓN PREFORZADO,G,T,Ingeniería Civil,"400II",M
FICT03012      ,INGENIERÍA SANITARIA II,G,T,Ingeniería Civil,"400II",M
FICT03020      ,INGENIERÍA  AMBIENTAL,G,T,Ingeniería Civil,"500II",M
FICT03038      ,PUENTES,G,T,Ingeniería Civil,,L
FICT03053      ,FACILIDADES SUPERFICIES I,G,T,Ingeniería de Petróleo,"400I",M
FICT03061      ,PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,G,T,Ingeniería de Petróleo,"300II",M
FICT03087      ,FACILIDADES SUPERFICIES II,G,T,Ingeniería de Petróleo,"400II",M
FICT03095      ,FACILIDADES SUPERFICIES III,G,T,Ingeniería de Petróleo,"500I",M
FICT03111      ,GEOFÍSICA,G,T,Ingeniería en Geología,"500II",M
FICT03202      ,TECNOLOGÍA DEL HORMIGÓN,G,T,Ingeniería Civil,"300II",M
FICT03210      ,DIBUJO TÉCNICO Y PLANOS,G,P,Ingeniería Civil,"300I",M
FICT03228      ,INFORMÁTICA APLICADA,G,P,Ingeniería Civil,"300I",M
FICT03236      ,HORMIGONES ESPECIALES,G,T,Ingeniería Civil,,L
FICT03244      ,INSTALACIONES,G,T,Ingeniería Civil,"500II",M
FICT03251      ,TOPOGRAFÍA (IP),G,T,Ingeniería Agrícola y Biológica,"400I",M
FICT03269      ,DISEÑO ESTRUCTURAL,G,T,Ingeniería Civil,"500I",M
FICT03285      ,PROGRAMACIÓN DE OBRAS,G,T,Ingeniería Civil,,L
FICT03293      ,LEGISLACIÓN PROFESIONAL,G,T,Ingeniería Civil,"500II",M
FICT03319      ,ADMINISTRACIÓN PETROLERA,G,T,Ingeniería de Petróleo,"500II",M
FICT03327      ,PETRÓLEO Y MEDIO AMBIENTE,G,T,Ingeniería de Petróleo,"400II",M
FICT03327      ,PETRÓLEO Y MEDIO AMBIENTE,G,T,Tecnología Petrolera,,L
FICT03335      ,ANÁLISIS DEL COSTO DE OBRAS,G,T,Ingeniería Civil,"500I",M
FICT03335      ,ANÁLISIS DEL COSTO DE OBRAS,G,T,Ingeniería de Minas,,L
FICT03343      ,ESTRUCTURAS METÁLICAS,G,T,Ingeniería Civil,"500I",M
FICT03368      ,SÍSMICA EN 2 D,G,R,Ingeniería de Petróleo,"400II",M
FICT03368      ,SÍSMICA EN 2 D,G,R,Ingeniería en Geología,,L
FICT03376      ,GEOTECNIA BÁSICA,G,T,Ingeniería Civil,"200II",M
FICT03384      ,ESTÁTICA/DINÁMICA,G,T,Ingeniería Civil,"200II",M
FICT03384      ,ESTÁTICA/DINÁMICA,G,T,Ingeniería de Minas,"200II",M
FICT03384      ,ESTÁTICA/DINÁMICA,G,T,Ingeniería de Petróleo,"200II",M
FICT03384      ,ESTÁTICA/DINÁMICA,G,T,Ingeniería en Geología,"300I",M
FICT03392      ,MATERIALES DE INGENIERÍA CIVIL,G,T,Ingeniería Civil,"200II",M
FICT03400      ,CARRETERA I,G,T,Ingeniería Civil,"400I",M
FICT03418      ,OBRAS HIDRÁULICAS,G,T,Ingeniería Civil,,L
FICT03426      ,CARRETERAS II,G,T,Ingeniería Civil,"400II",M
FICT03434      ,INTRODUCCIÓN A LA DINÁMICA ESTRUCTURAL,G,T,Ingeniería Civil,,L
FICT03459      ,INTRODUCCIÓN A LA INGENIERÍA SISMO RESISTENTE,G,T,Ingeniería Civil,,L
FICT03467      ,TRATAMIENTO DEL AIRE,G,T,Ingeniería Civil,,L
FICT03475      ,TRATAMIENTO DEL AGUA,G,T,Ingeniería Civil,,L
FICT03483      ,TRATAMIENTO DE DESECHOS SÓLIDOS,G,T,Ingeniería Civil,,L
FICT03491      ,INTRODUCCIÓN A LA INGENIERÍA DE MINAS Y CIENCIAS DE LA TIERRA,G,T,Ingeniería de Minas,"200I",M
FICT03509      ,METODOLOGÍA DE LA INVESTIGACIÓN,G,T,Ingeniería de Minas,"500II",M
FICT03517      ,GEOLOGÍA ECONÓMICA,G,T,Ingeniería de Minas,"300II",M
FICT03533      ,PROTECCIÓN E HIGIENE MINERA,G,T,Ingeniería de Minas,"300II",M
FICT03541      ,CONSTRUCCIONES MINERAS DE SUPERFICIE,G,T,Ingeniería de Minas,"500I",M
